Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/2017/05/31/bruin-women-form-noncompetitive-club-for-aspiring-female-entrepreneurs,42,41,0:12:53,39,92.31%,90.48%,$0.00 
/2017/09/13/la-to-host-2028-summer-olympics-athletes-to-use-ucla-facilities,42,40,0:02:32,38,81.58%,80.95%,$0.00 
/2017/09/29/new-makerspace-at-rieber-hall-to-offer-students-room-for-creativity,42,41,0:04:20,39,97.44%,97.62%,$0.00 
/2017/10/02/the-quad-buildings-of-ucla-a-history-of-philanthropists,42,40,0:01:55,35,77.14%,78.57%,$0.00 
/2018/02/22/uclas-only-two-distance-swimmers-share-unique-bond,42,39,0:03:58,32,78.12%,73.81%,$0.00 
/2018/04/24/ucla-law-students-to-publish-first-disability-law-journal-in-the-nation,42,42,0:00:00,42,100.00%,100.00%,$0.00 
/2018/10/17/campus-queries-how-did-dogs-become-domesticated,42,38,0:04:21,38,92.11%,90.48%,$0.00 
/2018/12/08/movie-review-mowgli-legend-of-the-jungle-tangles-dark-and-dull-despite-stunning-visuals,42,39,0:00:41,38,92.11%,90.48%,$0.00 
/2019/01/28/proposed-cal-grant-reforms-could-further-offset-students-financial-difficulties,42,40,0:01:13,37,94.59%,90.48%,$0.00 
/2019/01/28/ucla-donors-focus-on-passion-projects-neglects-those-who-most-need-the-money,42,42,0:13:17,41,90.24%,90.48%,$0.00 
/2019/03/10/perenially-out-of-touch-paul-koretz-rejects-housing-projects-for-nonsensical-reasons,42,40,0:03:37,33,84.85%,78.57%,$0.00 
/2019/04/04/alumni-couple-receives-highest-university-honor-ucla-medal,42,37,0:06:47,36,88.89%,85.71%,$0.00 
/2019/04/08/2019-gsa-candidate-endorsement-jp-santos-for-vice-president-of-external-affairs,42,38,0:02:35,35,82.86%,76.19%,$0.00 
/2019/05/10/theater-review-les-misrables-shines-with-hope-with-its-focus-on-character-relationships,42,40,0:01:47,40,92.50%,92.86%,$0.00 
/2019/05/16/new-ucla-association-creates-community-for-first-generation-college-students,42,40,0:01:02,34,97.06%,85.71%,$0.00 
/2019/05/21/qa-new-mens-soccer-coach-discusses-goals-for-recruiting-and-building-team,42,39,0:10:23,39,87.18%,88.10%,$0.00 
/2019/09/15/ucla-transportation-agreement-with-e-scooter-companies-to-impose-new-restrictions,42,39,0:01:18,32,87.50%,76.19%,$0.00 
/2019/10/08/students-business-takes-hassle-out-of-haircuts-with-accessible-prices,42,40,0:00:56,36,88.89%,78.57%,$0.00 
/2019/10/11/calpirg-is-working-to-grow-student-voter-turnout-prepare-ucla-for-2020-elections,42,41,0:06:59,21,95.24%,80.95%,$0.00 
/2019/10/21/students-take-third-in-competition-with-app-designed-to-help-first-responders,42,41,0:02:56,30,80.00%,66.67%,$0.00 
/2019/10/25/polynesian-football-players-create-community-on-team-bond-over-shared-backgrounds,42,39,0:02:00,37,94.59%,90.48%,$0.00 
/2019/10/29/the-quad-exploring-los-angeles-spookiest-haunts-this-halloween,42,41,0:03:54,39,87.18%,88.10%,$0.00 
/2019/11/09/youtube-channel-jubilee-hosts-discussion-between-north-campus-south-campus-students,42,42,0:00:04,41,100.00%,97.62%,$0.00 
/2019/11/17/ucla-mens-cross-country-fails-to-qualify-as-a-team-for-ncaa-championship,42,33,0:00:09,19,84.21%,45.24%,$0.00 
/2019/11/20/thefts-in-village-have-increased-but-community-thinks-westwood-is-generally-safe,42,42,0:02:40,34,88.24%,88.10%,$0.00 
/2020/02/18/failure-of-senate-bill-50-represents-a-step-backward-for-affordable-housing,42,37,0:01:27,34,82.35%,73.81%,$0.00 
/2020/02/19/ucla-decides-not-to-implement-facial-recognition-technology-after-student-backlash,42,41,0:01:41,30,93.33%,80.95%,$0.00 
/2020/02/20/uclas-online-module-unrealistic-uninformed-attempt-to-promote-diversity-and-equity,42,40,0:02:20,34,88.24%,80.95%,$0.00 
/2020/03/02/restaurant-review-dtla-ramen-spot-modeled-after-blade-runner-offers-futuristic-dining-experience,42,38,0:01:54,26,92.31%,76.19%,$0.00 
/2020/03/04/joe-biden-holds-rally-in-la-on-super-tuesday-as-results-roll-in,42,40,0:01:12,32,96.88%,76.19%,$0.00 
/2020/03/30/students-shift-perspectives-on-covid-19-as-spread-of-disease-progresses-in-us,42,40,0:01:22,24,62.50%,71.43%,$0.00 
/2020/04/09/chip-kelly-prioritizes-caution-amid-pandemic-as-footballs-future-remains-unclear,42,39,0:03:05,16,62.50%,52.38%,$0.00 
/2020/04/13/baseball-reflects-on-strong-start-and-quick-end-to-season-future-team-prospects,42,39,0:02:54,32,87.50%,73.81%,$0.00 
/2020/06/03/ucla-leased-jackie-robinson-stadium-facilities-used-by-lapd-to-detain-protestors?from=groupmessage&isappinstalled=0,42,42,0:00:58,42,95.24%,95.24%,$0.00 
/2020/09/18/editorial-cartoon-said-the-professor-from-his-ivory-tower,42,41,0:01:13,25,16.00%,16.67%,$0.00 
/2020/10/16/the-quad-exploring-americas-extended-history-of-mail-in-voting,42,38,0:02:36,19,68.42%,54.76%,$0.00 
/2020/10/27/the-walking-dead-world-beyond-seeks-to-show-character-growth-draw-younger-fans,42,39,0:00:49,25,76.00%,66.67%,$0.00 
/author/camayak_112,42,34,0:01:52,28,60.71%,61.90%,$0.00 
/author/kevin-truong-2/page/2608,42,18,0:00:14,15,0.00%,33.33%,$0.00 
/author/martin-bilbao,42,34,0:00:53,13,53.85%,40.48%,$0.00 
/author/susana-alcantar,42,24,0:00:59,13,23.08%,30.95%,$0.00 
/category/international,42,37,0:00:41,4,0.00%,14.29%,$0.00 
/post/a-taste-for-adventure-comparing-the-pungent-aromas-of-jackfruit-durian,42,41,0:06:32,41,95.12%,95.24%,$0.00 
/search?q=klein,42,40,0:00:32,2,0.00%,11.90%,$0.00 
/search?q=Willeke+Wendrich,42,35,0:00:09,0,0.00%,0.00%,$0.00 
/1996/02/08/archives-thief-sentenced-to-ja,41,41,0:04:29,41,95.12%,95.12%,$0.00 
/1997/03/09/finals-week-midnight-yell-appr,41,38,0:06:53,38,89.47%,87.80%,$0.00 
/2002/02/20/john-q-exposes-reality-of-heal,41,39,0:07:37,39,94.87%,95.12%,$0.00 
/2009/08/09/ucla-graduate-student-found-dead-mountain,41,41,0:00:57,35,88.57%,90.24%,$0.00 
/2009/11/12/ucla-math-professors-blog-facilitates-collaborativ,41,39,0:02:00,39,94.87%,95.12%,$0.00 
/2011/06/26/vocalist_violinist_rebecca_lord_to_participate_in_atlantic_music_festival,41,39,0:04:23,39,92.31%,92.68%,$0.00 
/2011/10/09/_musicians_tour_schedules_are_too_demanding_and_exhausting_,41,37,0:04:46,37,91.89%,90.24%,$0.00 
/2011/11/15/former_ucla_vice_chancellor_for_student_affairs_winston_c-_doby_dies,41,40,0:03:27,40,97.50%,97.56%,$0.00 
/2012/03/06/catching_his_break_challenges_paved_tyler_heinemans_path_to_finally_become_uclas_starting_catcher,41,35,0:06:43,33,81.82%,78.05%,$0.00 
/2012/04/09/ucla_considers_developing_an_early_graduation_program_to_help_students,41,38,0:06:04,34,88.24%,87.80%,$0.00 
/2012/05/24/movie_review_the_intouchables,41,40,0:03:57,40,97.50%,97.56%,$0.00 
/2013/06/03/professor-mark-tramo-melds-music-and-medicine,41,37,0:05:33,35,91.43%,87.80%,$0.00 
/2014/04/24/ucla-researchers-ties-to-donors-called-into-question,41,38,0:07:23,37,89.19%,90.24%,$0.00 
/2014/05/23/movie-review-blended,41,41,0:00:00,41,100.00%,100.00%,$0.00 
/2015/01/14/ucrps-unfunded-liability-proves-burdensome-to-employees-taxpayers,41,37,0:00:10,37,94.59%,90.24%,$0.00 
/2015/02/02/movie-review-the-spongebob-movie-sponge-out-of-water,41,39,0:00:43,39,94.87%,95.12%,$0.00 
/2015/06/08/qa-professor-describes-discrepancies-found-in-another-michael-lacour-study,41,40,0:05:34,40,97.50%,97.56%,$0.00 
/2015/09/18/ucla-student-poised-in-pursuit-of-ballet-education,41,35,0:01:38,33,78.79%,80.49%,$0.00 
/2015/09/19/ucla-graduate-student-tastes-tea-to-build-boba-database,41,36,0:06:01,35,85.71%,82.93%,$0.00 
/2015/10/23/sounds-of-schoenberg-the-indian-tabla,41,40,0:02:19,38,97.37%,97.56%,$0.00 
/2016/03/12/how-to-deal-with-stress-eating-during-finals-season,41,41,0:00:00,41,100.00%,100.00%,$0.00 
/2016/05/12/tft-criticized-for-lack-of-transparency-in-admissions-process,41,39,0:01:35,30,86.67%,78.05%,$0.00 
/2017/01/17/graduate-students-organize-conference-on-women-in-physics,41,41,0:04:53,40,92.50%,90.24%,$0.00 
/2017/01/31/new-life-sciences-7-series-to-implement-feedback-from-students,41,38,0:06:10,35,77.14%,78.05%,$0.00 
/2017/06/04/elegant-mind-club-members-win-deans-prizes-for-research-presentation,41,40,0:01:16,39,94.87%,95.12%,$0.00 
/2017/06/08/student-los-angeles-youth-poet-laureate-to-publish-poetry-collection,41,38,0:02:12,38,92.11%,92.68%,$0.00 
/2017/10/19/former-lecturer-keith-fink-criticizes-uclas-treatment-of-free-speech,41,40,0:04:58,35,94.29%,92.68%,$0.00 
/2017/10/22/ucla-officials-caution-students-to-be-wary-of-apartment-scams,41,41,0:00:55,38,97.37%,95.12%,$0.00 
/2017/10/24/graduate-students-interpret-romeo-and-juliet-with-modern-inclusive-twist,41,40,0:12:58,39,97.44%,97.56%,$0.00 
/2018/01/23/westwoof-dog-park-opens-at-neighborhood-recreation-center,41,39,0:05:08,39,92.31%,92.68%,$0.00 
/2018/03/06/hidden-wonders-episode-seven-powell-library,41,41,0:03:40,41,90.24%,90.24%,$0.00 
/2018/05/09/culture-night-showcases-diversity-of-east-african-groups-through-dance,41,39,0:12:51,38,94.74%,95.12%,$0.00 
/2018/05/22/scott-bays-appliance-ban-not-beneficial-housing-should-instead-spark-safety-conversations,41,41,0:09:42,38,97.37%,95.12%,$0.00 
/2018/05/31/avvalzameer-bhatia-ucla-should-classify-economics-as-a-science-program-not-an-arts-one,41,41,0:00:14,34,94.12%,95.12%,$0.00 
/2018/07/08/dma-student-wins-miss-korea-usa-pageant-rocking-design-from-fellow-bruin,41,38,0:00:19,35,94.29%,92.68%,$0.00 
/2018/08/27/the-quad-californias-worsening-wildfires-and-record-high-temperatures-by-the-numbers,41,41,0:00:00,41,100.00%,100.00%,$0.00 
/2018/09/21/caps-faces-challenges-to-effectively-meet-student-needs-for-long-term-services,41,40,0:05:20,26,76.92%,53.66%,$0.00 
/2018/10/09/taylor-swift-makes-ama-history-while-cardi-b-and-camila-cabello-win-big,41,37,0:00:12,30,36.67%,46.34%,$0.00 
/2018/10/29/gallery-dia-de-los-muertos,41,40,0:02:57,36,97.22%,92.68%,$0.00 
/2019/01/10/qa-alumna-carol-burnett-reflects-on-her-golden-globe-win-for-her-work-in-tv,41,40,0:03:11,38,100.00%,95.12%,$0.00 
/2019/03/12/mens-soccer-coach-jorge-salcedo-charged-in-college-admissions-bribery-scheme,41,37,0:08:09,25,84.00%,63.41%,$0.00 
/2019/04/01/the-art-of-survival-illustrates-womens-ability-to-find-their-inner-strength,41,41,0:14:01,40,92.50%,90.24%,$0.00 
/2019/05/30/caps-continues-to-deflect-blame-for-its-lack-of-available-mental-health-services,41,35,0:01:26,21,61.90%,43.90%,$0.00 
/2019/07/21/new-executive-vice-president-appointed-to-uc-health-system,41,40,0:00:57,24,100.00%,80.49%,$0.00 
/2019/07/27/album-review-chance-the-rappers-the-big-day-explores-love-merges-genres-through-collaborations,41,38,0:05:04,34,91.18%,82.93%,$0.00 
/2019/10/11/la-metro-report-finds-men-women-perceive-public-transport-safety-differently,41,39,0:06:45,31,93.55%,87.80%,$0.00 
/2019/10/12/the-quad-how-too-much-on-your-plate-at-ucla-results-in-food-waste-not-just-a-busy-schedule,41,38,0:01:33,34,88.24%,80.49%,$0.00 
/2019/11/04/latino-theater-companys-production-of-la-vctima-maintains-relevance-through-decades?fbclid=IwAR1fJR5nrG11njjnp0WdOy5aJRgatt2zq57zwOmNuFZn1SvBWtGZkGgNtCg,41,34,0:02:40,31,83.87%,70.73%,$0.00 
/2019/11/10/donald-trump-jr-s-book-promotion-attended-by-over-400-marked-by-protests,41,39,0:05:06,28,82.14%,65.85%,$0.00 
/2020/01/07/covel-renovations-misguided-updating-necessary-hill-facilities-should-take-priority,41,40,0:01:10,31,93.55%,82.93%,$0.00 
/2020/01/14/astronomers-discover-possibility-of-second-black-hole-in-milky-way,41,40,0:09:42,36,94.44%,87.80%,$0.00 
/2020/01/22/nwwnc-proposes-removal-of-dividers-on-nontransit-benches,41,36,0:02:49,31,80.65%,75.61%,$0.00 
/2020/01/27/students-solo-guitar-ep-to-spin-traditional-jazz-styles-with-playful-style,41,36,0:01:23,29,89.66%,78.05%,$0.00 
/2020/01/29/new-director-of-campus-assault-resources-and-education-transitions-into-position,41,39,0:08:39,31,83.87%,78.05%,$0.00 
/2020/02/13/life-can-be-ruff-uclas-award-winning-therapy-dog-is-pawsitively-prepped-to-help,41,38,0:03:19,34,82.35%,78.05%,$0.00 
/2020/03/08/ucla-students-overcome-obstacles-to-complete-la-marathon,41,40,0:02:11,36,94.44%,87.80%,$0.00 
/2020/03/13/gene-block-announces-14-day-self-quarantine-amid-covid-19-concerns,41,38,0:04:44,20,80.00%,58.54%,$0.00 
/2020/04/07/ucla-student-co-founds-online-secondhand-clothing-store-with-brother,41,39,0:02:14,34,79.41%,75.61%,$0.00 
/2020/05/22/students-fundraising-efforts-can-be-chalked-up-to-passion-for-sidewalk-art,41,36,0:01:14,24,87.50%,73.17%,$0.00 
/2020/07/01/christon-chronicles-a-breakdown-of-which-apparel-sponsor-would-best-suit-ucla-athletics?fbclid=IwAR3VPgRdbo0ugflyT3NDynIS8JjjERO59cLsgE5ZiUhDScxw3E5JSa9SEAw,41,33,0:08:56,33,78.79%,80.49%,$0.00 
/2020/10/16/politicians-educators-must-work-together-to-implement-inclusive-history-curriculum,41,36,0:03:30,12,58.33%,41.46%,$0.00 
/author/cuauhtemoc_ortega,41,31,0:00:28,29,65.52%,68.29%,$0.00 
/category/womens-water-polo,41,34,0:00:36,0,0.00%,26.83%,$0.00 
/search?q=Todd+Presner,41,34,0:00:11,1,0.00%,7.32%,$0.00 
/tag/santa-monica-shooting,41,37,0:00:30,37,72.97%,73.17%,$0.00 
/1996/12/01/mother-daughter-unite-to-trans,40,37,0:03:36,37,94.59%,92.50%,$0.00 
/1997/06/01/male-fascination-with-attracti,40,39,0:01:45,39,97.44%,97.50%,$0.00 
/1997/07/13/cyndi-lauper-still-wants-to-ha,40,37,0:06:58,37,91.89%,92.50%,$0.00 
/1998/01/26/the-loyalty-oath,40,34,0:03:47,32,87.50%,85.00%,$0.00 
/1998/06/07/fraternity-under-fire-for-deny,40,37,0:06:02,35,91.43%,87.50%,$0.00 
/2000/10/11/author-explains-widely-misunde,40,35,0:05:10,35,88.57%,87.50%,$0.00 
/2001/05/14/you-know-youre-at-ucla-when-lo,40,31,0:02:10,20,60.00%,57.50%,$0.00 
/2005/02/08/a-broken-promise,40,40,0:10:56,34,88.24%,85.00%,$0.00 
/2005/12/11/medlock-arrested-on-dui,40,39,0:03:26,39,97.44%,97.50%,$0.00 
/2007/07/15/ipopular_rap_lyrics_often_degrade_womeni,40,40,0:00:00,40,100.00%,100.00%,$0.00 
/2008/05/28/renaming-rape-trail,40,40,0:01:36,37,86.49%,82.50%,$0.00 
/2009/02/12/screen-scene-emconfessions-shopaholicem,40,38,0:01:57,38,94.74%,95.00%,$0.00 
/2010/02/02/nick-caves-exhibit-soundsuits-fowler-museum-moves,40,38,0:01:59,38,94.74%,95.00%,$0.00 
/2010/09/28/ucla_mens_basketball_team_plans_to_host_tryouts_for_walkons,40,38,0:02:55,38,84.21%,82.50%,$0.00 
/2010/10/27/techfit_no_match_for_nike_factor,40,40,0:02:19,39,100.00%,97.50%,$0.00 
/2011/02/14/ambiguity_about_relationships_failure_to_take_love_seriously_have_made_valentines_day_lose_meaning,40,39,0:00:18,39,97.44%,97.50%,$0.00 
/2011/03/31/_freshmen_lack_experience_to_flourish_in_ge_clusters_,40,40,0:00:00,40,100.00%,100.00%,$0.00 
/2012/10/24/actors-similarity-to-their-tv-characters-leads-to-typecasting,40,37,0:01:45,37,94.59%,92.50%,$0.00 
/2013/04/09/swana-proposal-under-review-by-uc,40,27,0:01:09,27,62.96%,62.50%,$0.00 
/2013/06/24/bruins-teach-children-about-healthy-living-in-venice,40,37,0:01:01,37,91.89%,92.50%,$0.00 
/2013/06/24/movie-review-monsters-university,40,35,0:00:35,35,85.71%,85.00%,$0.00 
/2013/11/27/ucla-volleyballs-karsta-lowe-went-from-walk-on-to-top-player,40,39,0:03:58,39,89.74%,90.00%,$0.00 
/2014/04/24/student-sartorialist-preppy-meets-casual-in-socal-collegiate-style,40,40,0:00:37,40,97.50%,97.50%,$0.00 
/2016/03/04/love-hate-does-sporting-activewear-make-you-look-trendy-or-lazy,40,39,0:19:23,37,97.30%,95.00%,$0.00 
/2016/04/08/sounds-of-schoenberg-the-nay,40,39,0:04:46,39,97.44%,97.50%,$0.00 
/2016/07/18/student-receives-support-searches-for-donor-after-cancer-diagnosis,40,34,0:03:32,34,85.29%,85.00%,$0.00 
/2016/08/07/ucla-corgi-earns-instagram-fame-begins-modeling-career,40,29,0:06:58,28,89.29%,67.50%,$0.00 
/2016/09/04/movie-review-game-of-aces,40,34,0:02:37,34,85.29%,85.00%,$0.00 
/2016/09/07/ty-dolla-ign-to-headline-bruin-bash-2016,40,38,0:01:05,15,53.33%,42.50%,$0.00 
/2016/10/20/geffen-academy-holds-info-session-for-potential-students-families,40,38,0:01:47,37,86.49%,87.50%,$0.00 
/2017/04/03/ucla-parking-services-releases-parkmobile-app-for-convenient-payment,40,39,0:07:02,39,97.44%,97.50%,$0.00 
/2017/04/11/gallery-the-dogs-of-ucla,40,36,0:01:00,35,94.29%,90.00%,$0.00 
/2017/11/03/ucla-survey-finds-transgender-adults-face-disparities-in-mental-health,40,38,0:05:29,38,94.74%,95.00%,$0.00 
/2017/11/14/biochemistry-student-uses-tumblr-to-share-advice-ucla-experiences,40,40,0:00:00,39,100.00%,100.00%,$0.00 
/2018/02/06/gamers-guidebook-lack-of-control-in-horror-video-games-leads-to-frightening-realistic-experience,40,34,0:01:27,34,91.18%,85.00%,$0.00 
/2018/08/16/ucla-gymnasts-kyla-ross-madison-kocian-speak-out-on-abuse-by-larry-nassar,40,40,0:06:16,32,93.75%,85.00%,$0.00 
/2018/10/28/history-professor-unmasks-past-of-government-run-comics-from-south-africa,40,37,0:05:17,37,89.19%,90.00%,$0.00 
/2018/11/06/for-students-struggling-with-convoluted-code-pic-labs-feeble-efforts-fall-short,40,38,0:04:49,37,83.78%,85.00%,$0.00 
/2018/11/13/professor-designs-escape-rooms-with-logical-solutions-to-magical-scenarios,40,37,0:07:02,37,89.19%,90.00%,$0.00 
/2019/02/13/rocket-club-refines-safety-protocol-in-response-to-accidents-at-other-universities-2,40,37,0:01:39,31,83.87%,80.00%,$0.00 
/2019/03/26/concert-review-james-bays-electric-light-tour-energizes-audience-with-vibrant-sounds,40,37,0:00:15,37,94.59%,92.50%,$0.00 
/2019/04/19/new-ucla-esophageal-diseases-center-to-be-named-after-robert-kardashian,40,39,0:02:18,39,94.87%,95.00%,$0.00 
/2019/04/24/ucla-student-organizations-to-host-health-fair-for-local-refugee-communities,40,37,0:02:53,33,90.91%,90.00%,$0.00 
/2019/05/14/film-explores-chinese-culture-generation-gap-between-immigrant-parents-and-kids,40,39,0:00:00,39,97.44%,97.50%,$0.00 
/2019/08/17/alum-uses-animation-to-depict-relationship-of-black-father-daughter-in-short-film,40,37,0:03:34,34,88.24%,85.00%,$0.00 
/2019/10/02/architecture-professor-receives-award-for-affordable-housing-research-advocacy,40,37,0:01:36,32,90.62%,82.50%,$0.00 
/2019/10/14/hazing-can-happen-outside-greek-life-so-training-to-deal-with-it-should-too,40,36,0:04:02,25,88.00%,77.50%,$0.00 
/2019/11/24/womens-volleyball-strikes-down-oregon-state-during-senior-day-game,40,37,0:01:31,28,85.71%,67.50%,$0.00 
/2019/11/27/future-of-the-agora-housing-development-unclear,40,37,0:06:55,34,82.35%,80.00%,$0.00 
/2020/02/20/rob-clare-will-highlight-womens-woes-in-his-version-of-troilus-and-cressida,40,38,0:07:54,37,91.89%,87.50%,$0.00 
/2020/02/23/gallery-breakin-the-chainz,40,38,0:01:26,19,84.21%,50.00%,$0.00 
/2020/03/08/in-response-to-the-coronavirus-ucla-to-host-information-session-for-students,40,40,0:01:04,18,61.11%,65.00%,$0.00 
/2020/04/20/small-businesses-discuss-difficulties-adjustments-under-safer-at-home-order,40,39,0:01:36,28,82.14%,70.00%,$0.00 
/2020/04/28/columns-from-quarantine-gene-block-navigates-small-joys-pressing-challenges-as-a-chancellor-in-isolation,40,36,0:09:46,19,89.47%,65.00%,$0.00 
/2020/05/04/tv-review-hollywood-offers-a-hopeful-story-but-is-too-fantastical-to-be-realistic-drama,40,39,0:13:25,37,97.30%,95.00%,$0.00 
/2020/05/27/gallery-helps-share-asian-american-and-pacific-islander-artists-stories,40,37,0:02:59,25,80.00%,65.00%,$0.00 
/2020/10/09/op-ed-international-graduate-students-need-extended-nonresident-supplemental-tuition-waiver?fbclid=IwAR26tqyFRV01YjLXU6GJXrihHLEXYjz6JnCSaBio3uB1xKTlKWM8FcmCQT0,40,36,0:09:21,36,88.89%,87.50%,$0.00 
/2020/10/09/ucla-to-offer-free-covid-19-tests-to-all-students-at-ashe-center?fbclid=IwAR2e0tDbe_HRrPHdkpWCPyHMRPOhAtaK8yOTG0hK6qnAbKviDpkoxBHFMHE,40,39,0:01:01,38,100.00%,97.50%,$0.00 
/2020/10/11/editorial-cartoon-sweater-weather,40,39,0:02:04,5,100.00%,37.50%,$0.00 
/2020/10/26/pro-bruin-rundown-patrick-cantlay-secures-pga-victory-jayon-brown-aids-titans-with-interceptions,40,38,0:01:39,22,90.91%,75.00%,$0.00 
/author/annika-carlson,40,32,0:00:59,15,73.33%,42.50%,$0.00 
/author/cassidy-hunt,40,23,0:01:28,15,60.00%,40.00%,$0.00 
/author/elyssa-smith,40,31,0:02:32,23,52.17%,47.50%,$0.00 
/author/hattie-huston-paterson,40,33,0:00:34,32,53.12%,57.50%,$0.00 
/author/john-tudhope,40,30,0:01:08,24,66.67%,57.50%,$0.00 
/author/keaton-larson,40,30,0:02:10,8,50.00%,32.50%,$0.00 
/author/paul-krebsbach,40,32,0:00:55,25,64.00%,57.50%,$0.00 
/author/ryan-smith,40,33,0:02:41,19,78.95%,60.00%,$0.00 
/author/sidra-rashid,40,28,0:00:40,15,40.00%,45.00%,$0.00 
/news/articles.asp?id=38960,40,34,0:00:37,33,93.94%,82.50%,$0.00 
/search?q=Jasmine+Zhou,40,35,0:00:35,2,100.00%,15.00%,$0.00 
/1995/01/19/a-chicano-perspective-on-ameri,39,36,0:04:29,36,91.67%,92.31%,$0.00 
/1997/02/06/cancer-claims-popular-law-prof,39,39,0:00:00,39,100.00%,100.00%,$0.00 
/2001/02/13/joy-divisions-ian-curtis-broug,39,37,0:02:47,37,91.89%,92.31%,$0.00 
/2004/05/10/book-misconstrues-facts,39,37,0:01:50,24,87.50%,66.67%,$0.00 
/2004/05/17/anti-apartheid-actions-recalle,39,39,0:03:43,37,78.38%,76.92%,$0.00 
/2009/03/31/priority-enrollment-numbers-drop,39,39,0:01:37,38,89.47%,89.74%,$0.00 
/2010/05/10/prime-faces-ucla-marques-vestal-jr,39,36,0:01:36,36,94.44%,92.31%,$0.00 
/2010/05/25/memory-project-memorializes-remembers-black-panthe,39,33,0:04:15,25,72.00%,61.54%,$0.00 
/2010/06/28/pesticide-free-foods-may-benefit-environment-even,39,36,0:14:36,36,91.67%,92.31%,$0.00 
/2013/03/01/ucla-researchers-discover-new-drug-that-alleviates-anxiety,39,37,0:06:25,37,94.59%,94.87%,$0.00 
/2014/09/17/man-arrested-for-allegedly-sexually-assaulting-woman-he-hired-as-escort,39,32,0:05:11,32,87.50%,82.05%,$0.00 
/2015/11/04/comic-book-review-mortal-kombat-x-12,39,39,0:00:00,39,100.00%,100.00%,$0.00 
/2015/11/20/lights-camera-political-action-milk,39,36,0:15:17,36,91.67%,92.31%,$0.00 
/2015/12/07/album-review-speedin-bullet-2-heaven,39,24,0:00:36,24,87.50%,61.54%,$0.00 
/2016/01/25/lax-allows-uber-to-pick-up-passengers-at-airport,39,37,0:08:12,37,89.19%,89.74%,$0.00 
/2016/05/24/muslim-students-to-unveil-truth-behind-stigmas-at-the-hijab-monologues,39,38,0:02:05,33,93.94%,82.05%,$0.00 
/2016/06/19/yamato-closes-after-nine-years-of-service-in-westwood-village,39,38,0:02:30,35,94.29%,89.74%,$0.00 
/2017/01/10/vintage-westwood-retirement-home-residents-to-be-evicted-for-renovations,39,38,0:00:52,38,97.37%,97.44%,$0.00 
/2017/01/12/creative-labs-connects-design-coding-in-real-world-projects,39,37,0:01:01,36,97.22%,94.87%,$0.00 
/2017/04/14/photo-25th-annual-korean-culture-night-recalls-lives-lost-in-sewol-disaster,39,36,0:00:21,33,90.91%,87.18%,$0.00 
/2017/06/08/solar-powered-charging-umbrellas-installed-outside-of-bruin-caf,39,36,0:01:34,35,85.71%,84.62%,$0.00 
/2017/10/11/ucla-law-school-assistant-professor-appointed-to-un-human-rights-council,39,38,0:14:18,38,97.37%,97.44%,$0.00 
/2017/11/19/theater-student-crafts-symbolism-into-stage-costume-design,39,37,0:01:54,35,85.71%,87.18%,$0.00 
/2018/03/01/chris-busco-ucla-must-enforce-campus-filming-policy-with-youtubers,39,37,0:07:38,33,90.91%,87.18%,$0.00 
/2018/03/05/chinese-ensemble-aims-to-bridge-cultures-with-traditional-dance-music,39,39,0:01:49,38,100.00%,97.44%,$0.00 
/2018/10/22/sex-drugs-and-diamonds-alumnus-cutting-edge-jewelry-caters-to-celebrity-clients,39,38,0:02:35,38,94.74%,94.87%,$0.00 
/2018/11/14/ucla-marching-band-hits-right-note-in-collaboration-with-muse,39,31,0:00:53,31,90.32%,76.92%,$0.00 
/2019/01/31/ucsd-chancellors-renown-shouldnt-affect-the-investigation-into-his-bullying,39,39,0:02:37,39,97.44%,97.44%,$0.00 
/2019/02/02/concert-review-hippo-campus-gets-crowd-on-its-feet-with-upbeat-setlist-impressive-vocals,39,38,0:03:14,38,97.37%,97.44%,$0.00 
/2019/02/25/associate-head-coach-rance-brown-fosters-diversity-brings-passion-to-tennis-court,39,36,0:05:58,36,86.11%,84.62%,$0.00 
/2019/04/04/archive-opens-doors-to-restoring-films-made-by-the-doors-members,39,37,0:04:42,37,91.89%,92.31%,$0.00 
/2019/04/05/without-effective-outreach-diversity-deficit-will-continue-to-plague-student-body,39,34,0:08:40,32,81.25%,82.05%,$0.00 
/2019/05/23/karma-is-a-satanist-magician-avenging-middle-school-slights-in-grad-students-play,39,35,0:12:01,35,91.43%,89.74%,$0.00 
/2019/05/27/previously-missing-student-reported-to-be-located-and-safe,39,38,0:01:23,38,92.11%,92.31%,$0.00 
/2019/05/30/datares-showcases-data-sciences-scope-from-earthlike-exoplanets-to-la-crime-stats,39,38,0:07:05,36,97.22%,94.87%,$0.00 
/2019/06/06/ucla-developed-i-insulin-could-mitigate-risk-of-hypoglycemia-for-diabetes-patients,39,33,0:01:21,22,81.82%,61.54%,$0.00 
/2019/07/08/former-ucla-cardiologist-and-professor-remembered-for-contributions-to-community,39,35,0:07:19,34,94.12%,87.18%,$0.00 
/2019/09/09/despite-efforts-to-welcome-transfers-into-ucla-they-remain-underserved,39,39,0:04:14,27,81.48%,76.92%,$0.00 
/2019/09/23/after-playing-soccer-in-england-and-louisiana-lucy-parker-gives-ucla-a-shot,39,39,0:00:00,38,100.00%,100.00%,$0.00 
