Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/2020/01/29/new-director-of-campus-assault-resources-and-education-transitions-into-position/,25,24,0:01:19,17,58.82%,68.00%,$0.00
/2020/02/05/campus-queries-what-does-artificial-intelligence-do-and-how-does-it-work/,25,22,0:00:14,15,93.33%,72.00%,$0.00
/2020/02/10/editorial-ucla-unfairly-leaves-many-students-in-the-dark-about-westboro-baptist-church-picketing/,25,25,0:01:40,14,57.14%,52.00%,$0.00
/2020/02/11/gymnastics-finds-strength-from-first-year-bruins-in-securing-season-high-score/,25,22,0:02:14,17,58.82%,56.00%,$0.00
/2020/02/13/alumna-shatters-gender-artistic-expectations-in-decadeslong-glassblowing-career/,25,23,0:12:12,21,95.24%,88.00%,$0.00
/2020/02/27/the-quad-glancing-into-the-world-of-psychics-if-people-should-go-to-them,25,24,0:00:00,24,95.83%,96.00%,$0.00
/2020/02/28/usac-campaign-to-reduce-laundry-prices-a-good-first-step-to-earning-voter-trust/,25,23,0:00:40,11,63.64%,48.00%,$0.00
/2020/03/01/no-1-ucla-beach-volleyball-falls-to-no-2-lsu-again-going-into-conference-play/,25,23,0:00:38,13,23.08%,40.00%,$0.00
/2020/03/02/impacts-of-moving-up-californias-presidential-primary-election-date,25,25,0:00:15,24,100.00%,96.00%,$0.00
/2020/03/07/ucla-baseball-bounces-back-from-first-defeat-with-win-over-no-2-vanderbilt/,25,23,0:00:45,17,88.24%,72.00%,$0.00
/2020/03/31/the-quad-sharing-some-good-news-amid-the-coronavirus-pandemic,25,22,0:10:07,21,90.48%,84.00%,$0.00
/2020/04/09/chip-kelly-prioritizes-caution-amid-pandemic-as-footballs-future-remains-unclear,25,22,0:01:56,9,77.78%,60.00%,$0.00
/2020/04/16/professors-should-utilize-creative-testing-alternatives-in-shift-to-online-learning,25,24,0:02:37,22,95.45%,92.00%,$0.00
/2020/04/24/movie-review-characters-relationship-makes-extraction-stand-out-among-action-movies,25,23,0:03:10,23,91.30%,92.00%,$0.00
/2020/06/03/ucla-leased-jackie-robinson-stadium-facilities-used-by-lapd-to-detain-protestors?fbclid=IwAR3u9haC5qvOWbIbSn9KTjyak_8iBL9J1_UjDaWOmRX63obIpBGehar36uw,25,24,0:00:20,24,95.83%,96.00%,$0.00
/2020/01/13/gallery-ucla-gymnastics-triumphs-in-home-opener-against-boise-state/,24,22,0:01:56,6,83.33%,29.17%,$0.00
/2020/01/15/the-bachelor-season-24-review-episode-2/,24,24,0:00:47,22,100.00%,95.83%,$0.00
/2020/01/25/ucla-will-kick-single-use-plastics-to-the-curb-starting-summer-2020/,24,23,0:01:56,19,84.21%,75.00%,$0.00
/2020/01/26/professor-explores-different-cultures-through-traditional-music-in-fiat-lux-seminar/,24,24,0:02:16,22,86.36%,83.33%,$0.00
/2020/01/27/neil-peter-jampolis-lit-up-the-stages-and-lives-of-his-coworkers-students/,24,22,0:01:41,20,90.00%,87.50%,$0.00
/2020/02/06/ucla-professors-in-the-academy-discuss-their-oscars-voting-processes/,24,22,0:01:47,10,80.00%,50.00%,$0.00
/2020/02/06/ucla-researchers-build-on-carbon-capture-tech-to-develop-co2-efficient-concrete,24,22,0:00:33,14,71.43%,83.33%,$0.00
/2020/02/10/outdoor-shakespeare-readings-bring-the-bard-to-a-more-social-casual-environment/,24,23,0:05:16,16,62.50%,70.83%,$0.00
/2020/02/14/study-reveals-us-constitution-has-limited-number-of-equal-rights-guarantees/,24,23,0:01:30,21,90.48%,87.50%,$0.00
/2020/03/01/alumna-brings-wine-expertise-to-san-diegos-only-michelin-starred-restaurant/,24,24,0:02:26,20,95.00%,87.50%,$0.00
/2020/03/03/band-night-allows-students-to-explore-new-musical-sounds-in-stress-free-environment/,24,22,0:00:25,14,78.57%,62.50%,$0.00
/2020/03/04/students-kitchen-falafel-sandwich-by-the-british/,24,24,0:01:40,10,100.00%,54.17%,$0.00
/2020/03/11/ucla-among-5-uc-campuses-to-offer-in-house-covid-19-testing,24,24,0:00:07,19,100.00%,95.83%,$0.00
/2020/03/12/the-quad-looking-into-impacts-of-mental-health-jokes-among-college-students,24,21,0:02:48,19,68.42%,75.00%,$0.00
/2020/03/29/ucla-graduate-students-consider-striking-without-union-support,24,23,0:06:10,20,80.00%,79.17%,$0.00
/2020/04/17/gsa-announces-4-new-leaders-elected-for-2020-2021-school-year,24,23,0:00:37,15,66.67%,70.83%,$0.00
/2020/04/29/mayor-eric-garcetti-announces-free-covid-19-testing-for-all-la-county-residents/?fbclid=IwAR1L2iMHQadltLlmuB1EJREwMoM86FVugAT-awQc35B1biP1dZoAhNIJdcg,24,23,0:01:09,23,86.96%,87.50%,$0.00
/2020/05/07/garcia-nickles-to-return-to-ucla-softball-after-olympics-postponed,24,24,0:05:13,18,88.89%,79.17%,$0.00
/2020/05/21/la-film-festival-showcases-beginnings-growth-of-asian-american-cinema-with-lumpia,24,23,0:00:38,20,95.00%,87.50%,$0.00
/2020/06/11/in-the-know-navigating-the-pandemics-impact-on-mental-health,24,24,0:06:01,13,84.62%,54.17%,$0.00
/2020/01/07/battle-of-the-editors-bold-predictions-for-2020-from-a-chip-kelly-departure-to-a-mens-basketball-title,23,22,0:01:32,15,66.67%,69.57%,$0.00
/2020/01/12/rex-orange-county-gives-emotion-filled-performance-for-the-pony-tour,23,22,0:11:33,22,95.45%,95.65%,$0.00
/2020/01/15/the-quad-whether-academic-or-social-first-year-jitters-happen-to-everyone/,23,23,0:03:17,12,91.67%,69.57%,$0.00
/2020/01/17/la-metro-evaluated-4-concepts-for-transit-link-between-san-fernando-valley-westside/,23,21,0:16:05,18,88.89%,91.30%,$0.00
/2020/01/22/ucla-should-require-students-to-take-class-on-climate-change/,23,21,0:01:38,17,82.35%,69.57%,$0.00
/2020/01/22/union-afscme-local-3299-reaches-tentative-agreement-with-uc,23,18,0:01:52,12,50.00%,47.83%,$0.00
/2020/01/30/ucla-researchers-lead-study-following-effects-of-psychotherapy-on-trauma-survivors/,23,21,0:06:27,17,88.24%,78.26%,$0.00
/2020/02/02/new-type-of-immunotherapy-may-better-treat-melanoma-according-to-ucla-led-study/,23,21,0:00:06,17,88.24%,91.30%,$0.00
/2020/02/02/qa-writer-director-patricia-vidal-delgado-talks-new-feature-film-based-in-compton/,23,20,0:03:39,19,78.95%,78.26%,$0.00
/2020/02/10/alumnas-exhibit-explores-intersection-of-space-and-time-through-many-disciplines/,23,19,0:04:24,7,71.43%,65.22%,$0.00
/2020/02/14/gallery-fresh-starts/,23,21,0:02:24,8,62.50%,30.43%,$0.00
/2020/02/19/ucla-decides-not-to-implement-facial-recognition-technology-after-student-backlash/,23,23,0:00:26,18,94.44%,78.26%,$0.00
/2020/02/25/graphics-love-languages/,23,21,0:00:27,5,100.00%,39.13%,$0.00
/2020/02/25/musical-trio-blends-afro-cuban-roots-with-classical-sounds-explores-theme-of-water/,23,21,0:04:01,19,89.47%,82.61%,$0.00
/2020/02/26/interactive-audio-tour-through-campus-aims-to-create-community/,23,22,0:02:01,18,83.33%,86.96%,$0.00
/2020/02/27/caltech-assistant-professor-shares-experience-taking-first-image-of-black-hole,23,23,0:00:36,21,90.48%,86.96%,$0.00
/2020/02/27/ucla-led-study-shows-tylenol-has-ability-to-relieve-more-than-physical-pain,23,21,0:00:02,21,90.48%,91.30%,$0.00
/2020/02/28/qa-echosmith-bassist-noah-sierota-shares-journey-to-bands-2nd-album/,23,21,0:01:12,17,94.12%,73.91%,$0.00
/2020/02/29/gymnastics-bests-beavers-in-final-away-meet-despite-season-low-floor-performance/,23,21,0:01:29,15,86.67%,65.22%,$0.00
/2020/03/04/biden-wins-10-states-on-super-tuesday-but-sanders-claims-biggest-prize/,23,21,0:04:05,8,25.00%,65.22%,$0.00
/2020/05/01/usac-candidates-discuss-referendums-use-of-student-fees-in-online-debate,23,21,0:03:11,13,69.23%,60.87%,$0.00
/2020/05/04/uc-workers-continue-cola-movement-virtually-on-international-workers-day,23,23,0:05:58,22,95.45%,95.65%,$0.00
/2020/05/13/columns-from-quarantine-the-difficulties-of-long-distance-when-an-end-to-stay-at-home-orders-is-uncertain/,23,21,0:01:46,17,88.24%,73.91%,$0.00
/2020/05/15/study-finds-low-income-la-communities-most-at-risk-of-not-receiving-cares-act-funds,23,22,0:00:41,16,93.75%,73.91%,$0.00
/2020/05/22/ucla-and-student-leadership-work-to-equitably-distribute-financial-grants,23,22,0:02:48,11,81.82%,73.91%,$0.00
/2020/05/28/caleb-justin-diversified-its-sound-by-turning-a-solo-act-into-a-group-effort,23,22,0:01:00,14,85.71%,56.52%,$0.00
/2020/01/06/recent-partnership-between-uc-and-dignity-health-raises-concerns-of-discrimination,22,22,0:00:00,18,100.00%,100.00%,$0.00
/2020/01/22/bruin-dine-program-relaunches-serving-free-uneaten-food-from-dining-halls,22,17,0:06:50,14,35.71%,31.82%,$0.00
/2020/01/23/new-institute-explores-implications-of-modern-technology-on-public-policy/,22,22,0:10:38,21,95.24%,95.45%,$0.00
/2020/01/26/ucla-needs-to-better-publicize-its-sustainability-plans-to-improve-progress/,22,21,0:01:44,15,86.67%,81.82%,$0.00
/2020/01/29/25m-donation-makes-yanai-initiative-a-permanent-program/,22,19,0:00:33,14,92.86%,77.27%,$0.00
/2020/01/30/ucla-hillels-winter-exhibition-displays-art-that-tells-powerful-stories/,22,19,0:00:39,17,47.06%,45.45%,$0.00
/2020/02/04/board-of-regents-to-consider-climate-change-in-choosing-next-uc-president/,22,21,0:00:21,15,100.00%,77.27%,$0.00
/2020/02/06/ucla-health-professionals-allay-fears-on-coronavirus-spread-talk-misinformation,22,22,0:00:57,19,52.63%,59.09%,$0.00
/2020/02/10/ucla-alumna-uses-green-screens-cgi-in-short-film-to-spotlight-superficiality-in-dating/,22,21,0:04:10,17,88.24%,81.82%,$0.00
/2020/02/13/water-contamination-one-of-many-safety-concerns-requiring-better-flow-of-info/,22,20,0:00:33,19,94.74%,86.36%,$0.00
/2020/02/23/asucla-board-of-directors-recap-feb-21/,22,21,0:03:44,10,90.00%,63.64%,$0.00
/2020/02/25/night-market-celebrates-apida-cultures-with-performances-food/,22,21,0:00:32,15,86.67%,63.64%,$0.00
/2020/03/04/mens-basketball-rises-in-rankings-with-win-streak-ahead-of-regular-season-finale/,22,21,0:00:13,16,93.75%,86.36%,$0.00
/2020/03/04/ucla-mens-volleyball-record-sinks-sub-500-after-second-loss-to-ucsb/,22,16,0:06:49,12,66.67%,54.55%,$0.00
/2020/03/05/rock-climbing-terms-with-olympic-hopeful-ross-fulkerson/,22,20,0:00:30,5,100.00%,40.91%,$0.00
/2020/04/23/the-quad-a-look-at-how-the-coronavirus-pandemic-disproportionately-affects-certain-communities,22,22,0:01:05,12,25.00%,45.45%,$0.00
/2020/04/28/columns-from-quarantine-gene-block-navigates-small-joys-pressing-challenges-as-a-chancellor-in-isolation/,22,22,0:03:44,18,66.67%,72.73%,$0.00
/2020/05/01/5-westwood-village-ralphs-workers-test-positive-for-covid-19/?from=singlemessage&isappinstalled=0,22,18,0:08:47,18,77.78%,77.27%,$0.00
/2020/05/19/ucla-beach-volleyball-senior-explores-her-love-of-cooking-in-igtv-series,22,21,0:01:13,8,87.50%,50.00%,$0.00
/2020/01/05/alum-highlights-disappearing-line-between-fashion-and-fine-art-in-art-exhibition/,21,21,0:00:19,18,94.44%,80.95%,$0.00
/2020/01/05/la-city-council-study-may-bring-establishment-of-minimum-wage-for-ride-hail-drivers/,21,18,0:02:50,17,88.24%,76.19%,$0.00
/2020/01/05/music-preview-upcoming-albums-draw-inspiration-from-personal-experiences-and-global-issues/,21,21,0:00:40,12,100.00%,66.67%,$0.00
/2020/01/16/community-advocates-improved-higher-education-access-equity-from-new-uc-president/,21,20,0:06:45,11,81.82%,80.95%,$0.00
/2020/01/21/design-media-arts-exhibit-highlights-artists-interpretations-of-migration,21,18,0:00:37,18,88.89%,85.71%,$0.00
/2020/01/25/uc-regents-recap-jan-21-23/,21,20,0:00:44,12,100.00%,76.19%,$0.00
/2020/01/28/mens-tennis-celebrates-senior-ben-goldbergs-growth-over-4-seasons-of-play/,21,19,0:02:13,17,88.24%,80.95%,$0.00
/2020/02/03/ucla-must-improve-voter-awareness-programs-to-make-a-difference-in-next-election/,21,20,0:01:40,10,70.00%,61.90%,$0.00
/2020/02/05/ucla-scientists-develop-record-setting-hydrogel-coating/,21,19,0:11:29,18,94.44%,90.48%,$0.00
/2020/02/21/ucla-students-work-with-nonprofits-to-make-positive-impacts-using-technology,21,17,0:08:19,16,75.00%,80.95%,$0.00
/2020/03/01/whether-admissions-officers-like-applicants-social-media-or-not-shouldnt-matter,21,20,0:02:10,17,82.35%,80.95%,$0.00
/2020/03/03/elizabeth-warren-holds-rally-in-los-angeles-ahead-of-super-tuesday/,21,18,0:01:55,12,83.33%,61.90%,$0.00
/2020/03/03/fowler-museums-walking-tour-aims-to-engage-community-with-la-religious-sphere/,21,21,0:02:26,19,89.47%,90.48%,$0.00
/2020/03/05/recent-rewinds-unclear-whether-vines-successor-byte-will-have-a-lifespan-as-short-as-its-videos,21,19,0:10:40,19,84.21%,85.71%,$0.00
/2020/03/06/study-shows-aggregated-data-conceals-asian-american-subgroup-health-problems,21,19,0:05:11,19,73.68%,71.43%,$0.00
/2020/03/06/ucla-softball-achieves-shutout-victory-against-michigan/,21,20,0:00:25,15,86.67%,71.43%,$0.00
/2020/03/17/ucla-student-tests-positive-for-covid-19-in-universitys-2nd-confirmed-case,21,20,0:00:48,4,75.00%,42.86%,$0.00
/2020/04/01/uc-lifts-testing-requirements-other-admissions-standards-in-response-to-pandemic/?fbclid=IwAR0nYFqXjjhgwQBsH21h9edVANNCvtCbMlS3nKsVpYFfbkCGob4gAEUX1Ws,21,16,0:03:24,16,75.00%,76.19%,$0.00
/2020/04/10/stans-donuts-to-close-after-55-years-of-business-citing-covid-19/?fbclid=IwAR1QfZMnfMAtiZMYHsf5ZUA6cIjIPMXjMizSeIbGRkG4jfcHbn6KfvLd4DM,21,21,0:00:00,21,100.00%,100.00%,$0.00
/2020/04/13/alumna-talks-meaning-of-success-in-lighthearted-rom-com-sci-fi-first-novel/?fbclid=IwAR1VcGByBrBf8VANRxVz-noeWi5dLNF-PxfHFCPiIsT2GakIO75vSG_EUnk,21,18,0:04:14,18,83.33%,85.71%,$0.00
/2020/04/15/community-rises-to-express-support-and-nostalgia-for-stans-donuts-after-closure,21,19,0:01:39,15,73.33%,66.67%,$0.00
/2020/04/15/usac-recap-april-14-2,21,19,0:01:41,14,57.14%,71.43%,$0.00
/2020/04/23/mitigating-racial-inequalities-exacerbated-by-covid-19-begins-with-action-from-ucla,21,21,0:00:51,14,85.71%,80.95%,$0.00
/2020/04/24/the-quad-victory-gardens-can-be-a-way-to-grow-food-sense-of-purpose-during-quarantine,21,17,0:02:18,13,69.23%,52.38%,$0.00
/2020/04/30/student-clubs-face-canceled-events-engagement-challenges-posed-by-virtual-setting,21,19,0:04:49,15,86.67%,71.43%,$0.00
/2020/05/02/usac-officer-evaluation-kelechi-iheanacho-cultural-affairs-commissioner,21,20,0:00:31,17,94.12%,80.95%,$0.00
/2020/05/05/ucla-nurses-nursing-students-discuss-patient-care-and-education-during-pandemic,21,18,0:04:50,11,90.91%,71.43%,$0.00
/2020/05/06/student-seeks-to-spread-aloha-spirit-in-hawaiian-inspired-line-of-wire-jewelry,21,21,0:00:50,19,84.21%,80.95%,$0.00
/2020/05/07/dance-students-adjust-to-curriculum-changes-self-accountability-of-online-learning,21,20,0:04:53,18,94.44%,95.24%,$0.00
/2020/05/19/the-laughs-continue-via-zoom-with-uclas-student-run-comedy-club,21,19,0:01:28,14,78.57%,61.90%,$0.00
/2020/05/20/gallery-biodiversity-outside-quarantine,21,17,0:02:43,3,33.33%,19.05%,$0.00
/2020/05/20/it-is-necessary-that-ucla-implement-more-effective-sexual-violence-education,21,20,0:01:41,12,58.33%,57.14%,$0.00
/2020/05/22/columns-from-quarantine-reimagining-a-final-quarter-dedicated-to-helping-those-with-leukemia-lymphoma,21,20,0:00:30,10,90.00%,66.67%,$0.00
/2020/01/09/ucla-fielding-school-of-public-health-names-ronald-brookmeyer-as-new-dean/,20,18,0:05:38,16,87.50%,80.00%,$0.00
/2020/01/12/op-ed-uc-system-would-benefit-from-more-student-representation-on-board-of-regents/,20,18,0:04:27,9,44.44%,40.00%,$0.00
/2020/01/16/recent-rewinds-social-media-allows-movie-studios-to-make-real-time-improvements-to-films,20,19,0:00:21,19,94.74%,95.00%,$0.00
/2020/01/23/protestors-thoughts-on-the-2020-womens-march-la/,20,18,0:01:18,2,50.00%,30.00%,$0.00
/2020/01/28/ucla-must-follow-the-lead-of-student-organizations-in-addressing-food-insecurity/,20,19,0:01:21,5,80.00%,40.00%,$0.00
/2020/01/28/wheels-rolls-out-new-electric-bike-model-with-attached-helmet,20,19,0:03:47,18,88.89%,85.00%,$0.00
/2020/02/02/sundance-panel-explores-gender-and-cultural-equality-in-film-industry/,20,18,0:01:43,13,92.31%,70.00%,$0.00
/2020/02/04/alumnus-debut-book-missions-explores-post-911-terrorism-investigation/,20,19,0:05:33,15,93.33%,80.00%,$0.00
/2020/02/05/westboro-baptist-church-to-picket-at-ucla-against-inclusive-lgbtq-policies,20,17,0:02:08,12,50.00%,70.00%,$0.00
/2020/02/06/north-westwood-neighborhood-council-recap-feb-5/,20,19,0:04:10,13,76.92%,65.00%,$0.00
/2020/02/06/xenophobic-attitudes-unfair-response-to-coronavirus-outbreak/?fbclid=IwAR22ctxEUWXwVs08bkUuKi8n4z09I2CQsjPMgyym0Ah_ateVSloq65apRhA,20,20,0:00:00,18,100.00%,100.00%,$0.00
/2020/02/14/gallery-defining-love/,20,16,0:04:38,4,75.00%,25.00%,$0.00
/2020/02/15/gallery-no-7-ucla-womens-basketball-suffers-a-defeat-against-no-3-oregon/,20,16,0:02:25,0,0.00%,5.00%,$0.00
/2020/02/18/ucla-students-blind-taste-test-coffee/,20,20,0:02:09,8,50.00%,50.00%,$0.00
/2020/02/20/ucla-experts-dispute-effectiveness-of-airport-screening-in-detecting-coronavirus,20,20,0:02:35,15,86.67%,85.00%,$0.00
/2020/02/23/ucla-must-take-stock-of-its-education-practices-create-student-run-investment-fund,20,18,0:06:18,16,87.50%,85.00%,$0.00
/2020/03/08/uc-makes-open-access-deal-with-plos-to-reform-academic-journal-publishing,20,14,0:02:32,9,100.00%,50.00%,$0.00
/2020/03/25/second-ucla-student-tests-positive-for-the-new-coronavirus/?fbclid=IwAR289X5AwOOHGVXqQqW3Z673O2B1Uc0Tky1RoyEhJ9UxS62MyrjaEF0LG_U,20,20,0:00:00,20,100.00%,100.00%,$0.00
/2020/04/15/ucla-should-apply-spring-campus-fees-to-services-that-benefit-student-well-being/?fbclid=IwAR1pill-Qr9BRojQKfP7m2fEpUMqN_jTN01RjHWTnMijdN_LNh8UgSWz8hY,20,18,0:07:49,18,88.89%,90.00%,$0.00
/2020/05/01/5-westwood-village-ralphs-workers-test-positive-for-covid-19/?from=groupmessage,20,19,0:00:34,19,94.74%,95.00%,$0.00
/2020/05/12/columns-from-quarantine-with-four-year-timeline-gone-maybe-a-shortened-college-experience-can-be-enough,20,17,0:02:07,5,100.00%,55.00%,$0.00
/2020/05/22/frivolous-spending-of-fees-points-to-institutional-issues-in-student-government,20,19,0:00:54,10,20.00%,40.00%,$0.00
/2020/05/22/students-fundraising-efforts-can-be-chalked-up-to-passion-for-sidewalk-art,20,18,0:00:20,9,100.00%,75.00%,$0.00
/2020/05/26/graphic-beating-the-boredom-knitting/,20,18,0:01:08,6,33.33%,40.00%,$0.00
/2020/05/27/dentistry-professor-sues-uc-for-alleged-retaliation-following-title-ix-testimony/?fbclid=IwAR2m_Nlp-uMY669eDGVDHDCtVSbUY_DZoq9H7B3J9sCazoJ7_bW26X9TqRY,20,14,0:08:55,14,64.29%,70.00%,$0.00
/2020/01/08/law-organization-changes-name-after-concerns-regarding-origins-of-its-previous-one/,19,19,0:00:24,17,94.12%,94.74%,$0.00
/2020/01/15/mens-soccers-milan-iloski-signs-deal-with-professional-soccer-team-real-salt-lake/,19,19,0:01:54,9,88.89%,63.16%,$0.00
/2020/01/22/the-copy-shop-how-we-face-the-facts-and-fix-the-falsehoods/,19,17,0:02:27,4,75.00%,26.32%,$0.00
/2020/01/23/tays-takedown-cronins-honesty-serves-as-foundation-to-rebuild-program-with-discipline-love/,19,18,0:01:47,13,76.92%,78.95%,$0.00
/2020/01/24/uc-csu-climate-change-literacy-project-to-better-public-education/,19,18,0:08:58,17,94.12%,89.47%,$0.00
/2020/01/25/asucla-board-of-directors-recap-jan-24/,19,16,0:05:41,13,53.85%,57.89%,$0.00
/2020/01/26/editorial-cartoon-gone-too-soon/,19,19,0:01:03,3,100.00%,31.58%,$0.00
/2020/01/26/first-case-of-2019-novel-coronavirus-in-los-angeles-county-confirmed,19,16,0:01:27,13,76.92%,68.42%,$0.00
/2020/01/28/alumna-opens-discussion-on-homelessness-in-self-published-childrens-books/,19,19,0:01:13,9,44.44%,63.16%,$0.00
/2020/01/31/movie-review-lover-or-hate-her-taylor-swift-controls-her-own-narrative-in-miss-americana,19,18,0:00:22,17,94.12%,89.47%,$0.00
/2020/02/10/academic-espionage-accusations-unfairly-target-chinese-international-students,19,17,0:01:20,15,80.00%,78.95%,$0.00
/2020/02/12/sibling-duo-opens-up-to-listeners-in-latest-single-electric-currents/,19,17,0:01:49,15,93.33%,89.47%,$0.00
/2020/02/13/ucla-dancesport-to-host-sunset-classic-inviting-dancers-of-all-skill-levels/,19,19,0:00:47,10,60.00%,78.95%,$0.00
/2020/02/21/headliners-michael-palermo/,19,17,0:00:28,7,57.14%,36.84%,$0.00
/2020/02/22/ucla-parent-pleads-guilty-to-charges-in-college-admissions-scandal,19,19,0:01:58,19,89.47%,89.47%,$0.00
/2020/02/23/ucla-gymnastics-falls-to-utah-despite-history-making-performance,19,16,0:01:00,15,93.33%,78.95%,$0.00
/2020/02/25/ucla-mens-volleyball-works-on-improvements-as-last-seasons-stars-face-setbacks/,19,19,0:00:34,16,93.75%,89.47%,$0.00
/2020/02/26/baseball-takes-home-victory-against-japans-keio-university-in-exhibition-game/,19,19,0:01:02,13,46.15%,63.16%,$0.00
/2020/02/26/dance-piece-phoenix-invokes-greek-mythology-to-portray-struggle-of-life/,19,19,0:01:02,13,84.62%,73.68%,$0.00
/2020/03/01/gallery-ucla-mens-basketball-ekes-out-a-victory-against-arizona-in-its-final-home-game-this-season/,19,17,0:00:54,2,0.00%,26.32%,$0.00
/2020/03/02/bernie-sanders-holds-rally-in-downtown-la-two-days-ahead-of-super-tuesday/,19,17,0:02:11,12,83.33%,57.89%,$0.00
/2020/03/02/la-metro-to-launch-new-ride-share-program-to-help-improve-city-transportation,19,18,0:00:50,17,52.94%,57.89%,$0.00
/2020/03/02/students-faculty-speak-on-diversity-among-democratic-presidential-candidates/,19,17,0:04:16,14,85.71%,84.21%,$0.00
/2020/03/03/ucla-baseball-to-hit-the-road-again-against-ucsb-after-winning-weekend-in-texas/,19,18,0:00:30,10,90.00%,57.89%,$0.00
/2020/03/05/ucla-graduate-students-vote-to-strike-for-cola-pending-approval-from-10-departments,19,16,0:00:52,10,60.00%,63.16%,$0.00
/2020/03/06/conference-championship-on-the-line-as-mens-basketball-prepares-to-face-usc/,19,19,0:00:15,16,100.00%,94.74%,$0.00
/2020/03/12/ucla-academic-senate-relaxes-final-exam-restrictions-in-response-to-coronavirus/?fbclid=IwAR2GWL7cqWHPKtYKd96I_Xt1Y2ZpPEiS9NIJuwaBYzmHVwftqqNh2-Xj1wc,19,18,0:05:12,18,88.89%,89.47%,$0.00
/2020/03/15/the-quad-for-seniors-an-online-spring-quarter-means-an-incomplete-college-experience/?fbclid=IwAR3Mp0rQtjlt6NhuxB7iYyISyFm7pk4elcXWa8MFpccSSobsFPkduqCk5ZU,19,19,0:00:00,19,100.00%,100.00%,$0.00
/2020/03/19/ucla-reconsiders-virtual-commencement-block-offers-apology/?fbclid=IwAR3gcYqsZCUHXDnIh8h-jS5JFrORVIy_3CExSkH2kwlGkKFRDNXcVfjj7MQ,19,17,0:13:00,17,88.24%,89.47%,$0.00
/2020/03/22/ucla-may-convert-campus-facilities-to-hospitals-for-covid-19-patients-if-needed/?from=groupmessage&from=groupmessage,19,17,0:02:58,17,82.35%,84.21%,$0.00
/2020/03/31/racist-zoombombing-incidents-at-ucla-disrupt-online-classes-and-students/?fbclid=IwAR3ZywudLoOnFuL1bvO_cW2mePy4BTrlHuJSl_SUrmtV-2tF8ME3FEw_yGY,19,17,0:02:00,17,88.24%,89.47%,$0.00
/2020/04/14/even-now-ucla-is-under-construction-this-time-its-on-a-minecraft-server/?from=groupmessage&isappinstalled=0,19,17,0:01:29,17,88.24%,89.47%,$0.00
/2020/04/15/english-fiat-lux-classes-center-around-understanding-studying-covid-19s-impacts?from=groupmessage&isappinstalled=0,19,16,0:09:56,16,81.25%,78.95%,$0.00
/2020/04/15/no-1-ucla-softball-looks-back-on-winning-season-considers-future-of-team,19,19,0:09:35,18,88.89%,89.47%,$0.00
/2020/04/30/ucla-led-study-identifies-la-neighborhoods-most-economically-vulnerable-to-covid-19,19,19,0:00:52,13,53.85%,68.42%,$0.00
/2020/05/13/ucla-tells-faculty-to-prepare-for-remote-fall-quarter-official-plans-unannounced/?from=groupmessage,19,18,0:00:57,17,94.12%,94.74%,$0.00
/2020/06/04/students-sign-petition-to-fire-ucla-lecturer-after-many-find-his-email-insensitive?from=singlemessage,19,12,0:02:11,12,75.00%,52.63%,$0.00
/2020/01/10/group-petitions-ucla-to-invest-in-shelter-for-students-experiencing-homelessness,18,17,0:02:10,13,76.92%,72.22%,$0.00
/2020/01/14/jacks-facts-pac-12-has-no-shot-at-football-playoffs-until-it-revamps-scheduling-protocol/,18,15,0:12:43,15,80.00%,77.78%,$0.00
/2020/01/16/new-wnba-agreement-to-provide-players-with-increased-salaries-more-benefits/,18,16,0:02:15,15,86.67%,83.33%,$0.00
/2020/01/16/search-committee-for-edi-vice-chancellor-seeks-student-input-in-hiring-process/,18,17,0:01:56,9,88.89%,61.11%,$0.00
/2020/01/28/the-quad-once-usac-collects-student-fees-what-does-it-do-with-them,18,17,0:03:14,10,80.00%,66.67%,$0.00
/2020/02/01/gymnastics-records-lowest-single-event-score-since-2011-in-loss-to-washington/,18,18,0:04:20,9,100.00%,77.78%,$0.00
/2020/02/06/panel-to-showcase-oscar-nominated-costume-designers-and-their-fashions-of-the-past/,18,16,0:03:03,15,80.00%,77.78%,$0.00
/2020/02/13/ucla-researchers-track-predict-cancer-evolution-with-new-software/,18,18,0:01:00,14,57.14%,61.11%,$0.00
/2020/02/17/clery-warning-implementation-creates-stress-concern-among-students/,18,18,0:00:56,12,100.00%,94.44%,$0.00
/2020/02/24/ucla-dinings-partnership-with-chiquita-undermines-sustainability-mission,18,13,0:02:15,10,70.00%,66.67%,$0.00
/2020/03/06/womens-water-polo-to-face-golden-bears-and-rematch-pacific-with-improved-defense/,18,17,0:00:38,11,81.82%,72.22%,$0.00
/2020/03/13/album-review-niall-horan-departs-from-typical-acoustic-ballads-in-emotional-narrative-record,18,16,0:01:13,13,92.31%,77.78%,$0.00
/2020/03/13/ucla-extends-online-instruction-through-end-of-spring-quarter/?fbclid=IwAR3Zbg-umKk0Q-SQbFuBZBiDUXcAyU4BmccKl1-J0eX9jl50yigLBAKjKqo,18,12,0:02:21,12,91.67%,66.67%,$0.00
/2020/03/19/the-hatred-of-sounds-for-those-with-sound-sensitivity,18,17,0:01:04,7,42.86%,77.78%,$0.00
/2020/03/20/ucla-extends-payment-deadline-for-spring-tuition-suspends-course-materials-fees,18,18,0:00:34,13,92.31%,83.33%,$0.00
